date,medicine_name,category,daily_sales
2022-12-31,Vicks Action 500,cold,30
2023-01-01,Vicks Action 500,cold,32
2023-01-02,Vicks Action 500,cold,17
2023-01-03,Vicks Action 500,cold,22
2023-01-04,Vicks Action 500,cold,15
2023-01-05,Vicks Action 500,cold,23
2023-01-06,Vicks Action 500,cold,17
2023-01-07,Vicks Action 500,cold,20
2023-01-08,Vicks Action 500,cold,27
2023-01-09,Vicks Action 500,cold,16
2023-01-10,Vicks Action 500,cold,26
2023-01-11,Vicks Action 500,cold,22
2023-01-12,Vicks Action 500,cold,17
2023-01-13,Vicks Action 500,cold,21
2023-01-14,Vicks Action 500,cold,23
2023-01-15,Vicks Action 500,cold,24
2023-01-16,Vicks Action 500,cold,16
2023-01-17,Vicks Action 500,cold,15
2023-01-18,Vicks Action 500,cold,26
2023-01-19,Vicks Action 500,cold,16
2023-01-20,Vicks Action 500,cold,15
2023-01-21,Vicks Action 500,cold,20
2023-01-22,Vicks Action 500,cold,21
2023-01-23,Vicks Action 500,cold,24
2023-01-24,Vicks Action 500,cold,16
2023-01-25,Vicks Action 500,cold,21
2023-01-26,Vicks Action 500,cold,18
2023-01-27,Vicks Action 500,cold,20
2023-01-28,Vicks Action 500,cold,19
2023-01-29,Vicks Action 500,cold,31
2023-01-30,Vicks Action 500,cold,21
2023-01-31,Vicks Action 500,cold,14
2023-02-01,Vicks Action 500,cold,22
2023-02-02,Vicks Action 500,cold,24
2023-02-03,Vicks Action 500,cold,14
2023-02-04,Vicks Action 500,cold,21
2023-02-05,Vicks Action 500,cold,20
2023-02-06,Vicks Action 500,cold,20
2023-02-07,Vicks Action 500,cold,16
2023-02-08,Vicks Action 500,cold,27
2023-02-09,Vicks Action 500,cold,16
2023-02-10,Vicks Action 500,cold,16
2023-02-11,Vicks Action 500,cold,27
2023-02-12,Vicks Action 500,cold,31
2023-02-13,Vicks Action 500,cold,26
2023-02-14,Vicks Action 500,cold,26
2023-02-15,Vicks Action 500,cold,22
2023-02-16,Vicks Action 500,cold,19
2023-02-17,Vicks Action 500,cold,16
2023-02-18,Vicks Action 500,cold,32
2023-02-19,Vicks Action 500,cold,33
2023-02-20,Vicks Action 500,cold,19
2023-02-21,Vicks Action 500,cold,22
2023-02-22,Vicks Action 500,cold,17
2023-02-23,Vicks Action 500,cold,16
2023-02-24,Vicks Action 500,cold,21
2023-02-25,Vicks Action 500,cold,19
2023-02-26,Vicks Action 500,cold,31
2023-02-27,Vicks Action 500,cold,16
2023-02-28,Vicks Action 500,cold,19
2023-03-01,Vicks Action 500,cold,8
2023-03-02,Vicks Action 500,cold,12
2023-03-03,Vicks Action 500,cold,11
2023-03-04,Vicks Action 500,cold,20
2023-03-05,Vicks Action 500,cold,20
2023-03-06,Vicks Action 500,cold,16
2023-03-07,Vicks Action 500,cold,15
2023-03-08,Vicks Action 500,cold,12
2023-03-09,Vicks Action 500,cold,9
2023-03-10,Vicks Action 500,cold,16
2023-03-11,Vicks Action 500,cold,18
2023-03-12,Vicks Action 500,cold,13
2023-03-13,Vicks Action 500,cold,11
2023-03-14,Vicks Action 500,cold,10
2023-03-15,Vicks Action 500,cold,12
2023-03-16,Vicks Action 500,cold,13
2023-03-17,Vicks Action 500,cold,13
2023-03-18,Vicks Action 500,cold,15
2023-03-19,Vicks Action 500,cold,15
2023-03-20,Vicks Action 500,cold,12
2023-03-21,Vicks Action 500,cold,13
2023-03-22,Vicks Action 500,cold,14
2023-03-23,Vicks Action 500,cold,11
2023-03-24,Vicks Action 500,cold,13
2023-03-25,Vicks Action 500,cold,13
2023-03-26,Vicks Action 500,cold,12
2023-03-27,Vicks Action 500,cold,10
2023-03-28,Vicks Action 500,cold,16
2023-03-29,Vicks Action 500,cold,12
2023-03-30,Vicks Action 500,cold,16
2023-03-31,Vicks Action 500,cold,9
2023-04-01,Vicks Action 500,cold,11
2023-04-02,Vicks Action 500,cold,12
2023-04-03,Vicks Action 500,cold,11
2023-04-04,Vicks Action 500,cold,9
2023-04-05,Vicks Action 500,cold,14
2023-04-06,Vicks Action 500,cold,10
2023-04-07,Vicks Action 500,cold,13
2023-04-08,Vicks Action 500,cold,13
2023-04-09,Vicks Action 500,cold,14
2023-04-10,Vicks Action 500,cold,9
2023-04-11,Vicks Action 500,cold,14
2023-04-12,Vicks Action 500,cold,11
2023-04-13,Vicks Action 500,cold,14
2023-04-14,Vicks Action 500,cold,12
2023-04-15,Vicks Action 500,cold,18
2023-04-16,Vicks Action 500,cold,11
2023-04-17,Vicks Action 500,cold,11
2023-04-18,Vicks Action 500,cold,15
2023-04-19,Vicks Action 500,cold,11
2023-04-20,Vicks Action 500,cold,12
2023-04-21,Vicks Action 500,cold,14
2023-04-22,Vicks Action 500,cold,11
2023-04-23,Vicks Action 500,cold,16
2023-04-24,Vicks Action 500,cold,10
2023-04-25,Vicks Action 500,cold,10
2023-04-26,Vicks Action 500,cold,11
2023-04-27,Vicks Action 500,cold,12
2023-04-28,Vicks Action 500,cold,14
2023-04-29,Vicks Action 500,cold,15
2023-04-30,Vicks Action 500,cold,12
2023-05-01,Vicks Action 500,cold,11
2023-05-02,Vicks Action 500,cold,12
2023-05-03,Vicks Action 500,cold,15
2023-05-04,Vicks Action 500,cold,12
2023-05-05,Vicks Action 500,cold,15
2023-05-06,Vicks Action 500,cold,20
2023-05-07,Vicks Action 500,cold,15
2023-05-08,Vicks Action 500,cold,13
2023-05-09,Vicks Action 500,cold,11
2023-05-10,Vicks Action 500,cold,13
2023-05-11,Vicks Action 500,cold,15
2023-05-12,Vicks Action 500,cold,14
2023-05-13,Vicks Action 500,cold,14
2023-05-14,Vicks Action 500,cold,21
2023-05-15,Vicks Action 500,cold,10
2023-05-16,Vicks Action 500,cold,14
2023-05-17,Vicks Action 500,cold,13
2023-05-18,Vicks Action 500,cold,12
2023-05-19,Vicks Action 500,cold,15
2023-05-20,Vicks Action 500,cold,12
2023-05-21,Vicks Action 500,cold,19
2023-05-22,Vicks Action 500,cold,9
2023-05-23,Vicks Action 500,cold,9
2023-05-24,Vicks Action 500,cold,15
2023-05-25,Vicks Action 500,cold,14
2023-05-26,Vicks Action 500,cold,10
2023-05-27,Vicks Action 500,cold,17
2023-05-28,Vicks Action 500,cold,16
2023-05-29,Vicks Action 500,cold,15
2023-05-30,Vicks Action 500,cold,9
2023-05-31,Vicks Action 500,cold,14
2023-06-01,Vicks Action 500,cold,15
2023-06-02,Vicks Action 500,cold,14
2023-06-03,Vicks Action 500,cold,12
2023-06-04,Vicks Action 500,cold,18
2023-06-05,Vicks Action 500,cold,13
2023-06-06,Vicks Action 500,cold,11
2023-06-07,Vicks Action 500,cold,10
2023-06-08,Vicks Action 500,cold,13
2023-06-09,Vicks Action 500,cold,9
2023-06-10,Vicks Action 500,cold,20
2023-06-11,Vicks Action 500,cold,14
2023-06-12,Vicks Action 500,cold,10
2023-06-13,Vicks Action 500,cold,14
2023-06-14,Vicks Action 500,cold,9
2023-06-15,Vicks Action 500,cold,9
2023-06-16,Vicks Action 500,cold,13
2023-06-17,Vicks Action 500,cold,11
2023-06-18,Vicks Action 500,cold,18
2023-06-19,Vicks Action 500,cold,13
2023-06-20,Vicks Action 500,cold,14
2023-06-21,Vicks Action 500,cold,15
2023-06-22,Vicks Action 500,cold,11
2023-06-23,Vicks Action 500,cold,9
2023-06-24,Vicks Action 500,cold,12
2023-06-25,Vicks Action 500,cold,15
2023-06-26,Vicks Action 500,cold,10
2023-06-27,Vicks Action 500,cold,14
2023-06-28,Vicks Action 500,cold,13
2023-06-29,Vicks Action 500,cold,13
2023-06-30,Vicks Action 500,cold,10
2023-07-01,Vicks Action 500,cold,33
2023-07-02,Vicks Action 500,cold,27
2023-07-03,Vicks Action 500,cold,22
2023-07-04,Vicks Action 500,cold,21
2023-07-05,Vicks Action 500,cold,18
2023-07-06,Vicks Action 500,cold,17
2023-07-07,Vicks Action 500,cold,16
2023-07-08,Vicks Action 500,cold,20
2023-07-09,Vicks Action 500,cold,34
2023-07-10,Vicks Action 500,cold,18
2023-07-11,Vicks Action 500,cold,25
2023-07-12,Vicks Action 500,cold,24
2023-07-13,Vicks Action 500,cold,17
2023-07-14,Vicks Action 500,cold,15
2023-07-15,Vicks Action 500,cold,33
2023-07-16,Vicks Action 500,cold,22
2023-07-17,Vicks Action 500,cold,15
2023-07-18,Vicks Action 500,cold,25
2023-07-19,Vicks Action 500,cold,26
2023-07-20,Vicks Action 500,cold,16
2023-07-21,Vicks Action 500,cold,17
2023-07-22,Vicks Action 500,cold,31
2023-07-23,Vicks Action 500,cold,21
2023-07-24,Vicks Action 500,cold,15
2023-07-25,Vicks Action 500,cold,24
2023-07-26,Vicks Action 500,cold,19
2023-07-27,Vicks Action 500,cold,18
2023-07-28,Vicks Action 500,cold,22
2023-07-29,Vicks Action 500,cold,33
2023-07-30,Vicks Action 500,cold,30
2023-07-31,Vicks Action 500,cold,20
2023-08-01,Vicks Action 500,cold,18
2023-08-02,Vicks Action 500,cold,18
2023-08-03,Vicks Action 500,cold,16
2023-08-04,Vicks Action 500,cold,16
2023-08-05,Vicks Action 500,cold,19
2023-08-06,Vicks Action 500,cold,28
2023-08-07,Vicks Action 500,cold,22
2023-08-08,Vicks Action 500,cold,19
2023-08-09,Vicks Action 500,cold,16
2023-08-10,Vicks Action 500,cold,18
2023-08-11,Vicks Action 500,cold,19
2023-08-12,Vicks Action 500,cold,31
2023-08-13,Vicks Action 500,cold,34
2023-08-14,Vicks Action 500,cold,26
2023-08-15,Vicks Action 500,cold,18
2023-08-16,Vicks Action 500,cold,17
2023-08-17,Vicks Action 500,cold,25
2023-08-18,Vicks Action 500,cold,23
2023-08-19,Vicks Action 500,cold,26
2023-08-20,Vicks Action 500,cold,20
2023-08-21,Vicks Action 500,cold,20
2023-08-22,Vicks Action 500,cold,22
2023-08-23,Vicks Action 500,cold,18
2023-08-24,Vicks Action 500,cold,18
2023-08-25,Vicks Action 500,cold,27
2023-08-26,Vicks Action 500,cold,19
2023-08-27,Vicks Action 500,cold,21
2023-08-28,Vicks Action 500,cold,25
2023-08-29,Vicks Action 500,cold,24
2023-08-30,Vicks Action 500,cold,25
2023-08-31,Vicks Action 500,cold,20
2023-09-01,Vicks Action 500,cold,11
2023-09-02,Vicks Action 500,cold,20
2023-09-03,Vicks Action 500,cold,21
2023-09-04,Vicks Action 500,cold,13
2023-09-05,Vicks Action 500,cold,14
2023-09-06,Vicks Action 500,cold,9
2023-09-07,Vicks Action 500,cold,9
2023-09-08,Vicks Action 500,cold,15
2023-09-09,Vicks Action 500,cold,16
2023-09-10,Vicks Action 500,cold,16
2023-09-11,Vicks Action 500,cold,16
2023-09-12,Vicks Action 500,cold,16
2023-09-13,Vicks Action 500,cold,13
2023-09-14,Vicks Action 500,cold,16
2023-09-15,Vicks Action 500,cold,14
2023-09-16,Vicks Action 500,cold,12
2023-09-17,Vicks Action 500,cold,17
2023-09-18,Vicks Action 500,cold,14
2023-09-19,Vicks Action 500,cold,10
2023-09-20,Vicks Action 500,cold,15
2023-09-21,Vicks Action 500,cold,12
2023-09-22,Vicks Action 500,cold,12
2023-09-23,Vicks Action 500,cold,18
2023-09-24,Vicks Action 500,cold,12
2023-09-25,Vicks Action 500,cold,14
2023-09-26,Vicks Action 500,cold,11
2023-09-27,Vicks Action 500,cold,13
2023-09-28,Vicks Action 500,cold,11
2023-09-29,Vicks Action 500,cold,9
2023-09-30,Vicks Action 500,cold,17
2023-10-01,Vicks Action 500,cold,12
2023-10-02,Vicks Action 500,cold,15
2023-10-03,Vicks Action 500,cold,14
2023-10-04,Vicks Action 500,cold,15
2023-10-05,Vicks Action 500,cold,8
2023-10-06,Vicks Action 500,cold,9
2023-10-07,Vicks Action 500,cold,20
2023-10-08,Vicks Action 500,cold,14
2023-10-09,Vicks Action 500,cold,15
2023-10-10,Vicks Action 500,cold,10
2023-10-11,Vicks Action 500,cold,9
2023-10-12,Vicks Action 500,cold,10
2023-10-13,Vicks Action 500,cold,14
2023-10-14,Vicks Action 500,cold,17
2023-10-15,Vicks Action 500,cold,15
2023-10-16,Vicks Action 500,cold,13
2023-10-17,Vicks Action 500,cold,11
2023-10-18,Vicks Action 500,cold,14
2023-10-19,Vicks Action 500,cold,14
2023-10-20,Vicks Action 500,cold,9
2023-10-21,Vicks Action 500,cold,13
2023-10-22,Vicks Action 500,cold,17
2023-10-23,Vicks Action 500,cold,15
2023-10-24,Vicks Action 500,cold,10
2023-10-25,Vicks Action 500,cold,9
2023-10-26,Vicks Action 500,cold,11
2023-10-27,Vicks Action 500,cold,10
2023-10-28,Vicks Action 500,cold,15
2023-10-29,Vicks Action 500,cold,14
2023-10-30,Vicks Action 500,cold,15
2023-10-31,Vicks Action 500,cold,14
2023-11-01,Vicks Action 500,cold,16
2023-11-02,Vicks Action 500,cold,11
2023-11-03,Vicks Action 500,cold,11
2023-11-04,Vicks Action 500,cold,13
2023-11-05,Vicks Action 500,cold,17
2023-11-06,Vicks Action 500,cold,13
2023-11-07,Vicks Action 500,cold,11
2023-11-08,Vicks Action 500,cold,15
2023-11-09,Vicks Action 500,cold,10
2023-11-10,Vicks Action 500,cold,12
2023-11-11,Vicks Action 500,cold,20
2023-11-12,Vicks Action 500,cold,16
2023-11-13,Vicks Action 500,cold,14
2023-11-14,Vicks Action 500,cold,14
2023-11-15,Vicks Action 500,cold,14
2023-11-16,Vicks Action 500,cold,12
2023-11-17,Vicks Action 500,cold,12
2023-11-18,Vicks Action 500,cold,18
2023-11-19,Vicks Action 500,cold,21
2023-11-20,Vicks Action 500,cold,10
2023-11-21,Vicks Action 500,cold,15
2023-11-22,Vicks Action 500,cold,11
2023-11-23,Vicks Action 500,cold,12
2023-11-24,Vicks Action 500,cold,10
2023-11-25,Vicks Action 500,cold,21
2023-11-26,Vicks Action 500,cold,18
2023-11-27,Vicks Action 500,cold,11
2023-11-28,Vicks Action 500,cold,11
2023-11-29,Vicks Action 500,cold,13
2023-11-30,Vicks Action 500,cold,9
2023-12-01,Vicks Action 500,cold,22
2023-12-02,Vicks Action 500,cold,33
2023-12-03,Vicks Action 500,cold,33
2023-12-04,Vicks Action 500,cold,20
2023-12-05,Vicks Action 500,cold,19
2023-12-06,Vicks Action 500,cold,19
2023-12-07,Vicks Action 500,cold,25
2023-12-08,Vicks Action 500,cold,21
2023-12-09,Vicks Action 500,cold,23
2023-12-10,Vicks Action 500,cold,20
2023-12-11,Vicks Action 500,cold,19
2023-12-12,Vicks Action 500,cold,16
2023-12-13,Vicks Action 500,cold,23
2023-12-14,Vicks Action 500,cold,20
2023-12-15,Vicks Action 500,cold,17
2023-12-16,Vicks Action 500,cold,27
2023-12-17,Vicks Action 500,cold,25
2023-12-18,Vicks Action 500,cold,24
2023-12-19,Vicks Action 500,cold,17
2023-12-20,Vicks Action 500,cold,26
2023-12-21,Vicks Action 500,cold,20
2023-12-22,Vicks Action 500,cold,20
2023-12-23,Vicks Action 500,cold,25
2023-12-24,Vicks Action 500,cold,21
2023-12-25,Vicks Action 500,cold,23
2023-12-26,Vicks Action 500,cold,24
2023-12-27,Vicks Action 500,cold,18
2023-12-28,Vicks Action 500,cold,17
2023-12-29,Vicks Action 500,cold,26
2023-12-30,Vicks Action 500,cold,26
2023-12-31,Vicks Action 500,cold,30
2024-01-01,Vicks Action 500,cold,18
2024-01-02,Vicks Action 500,cold,20
2024-01-03,Vicks Action 500,cold,23
2024-01-04,Vicks Action 500,cold,22
2024-01-05,Vicks Action 500,cold,21
2024-01-06,Vicks Action 500,cold,27
2024-01-07,Vicks Action 500,cold,28
2024-01-08,Vicks Action 500,cold,21
2024-01-09,Vicks Action 500,cold,21
2024-01-10,Vicks Action 500,cold,16
2024-01-11,Vicks Action 500,cold,23
2024-01-12,Vicks Action 500,cold,22
2024-01-13,Vicks Action 500,cold,22
2024-01-14,Vicks Action 500,cold,29
2024-01-15,Vicks Action 500,cold,17
2024-01-16,Vicks Action 500,cold,17
2024-01-17,Vicks Action 500,cold,19
2024-01-18,Vicks Action 500,cold,23
2024-01-19,Vicks Action 500,cold,15
2024-01-20,Vicks Action 500,cold,32
2024-01-21,Vicks Action 500,cold,31
2024-01-22,Vicks Action 500,cold,24
2024-01-23,Vicks Action 500,cold,21
2024-01-24,Vicks Action 500,cold,17
2024-01-25,Vicks Action 500,cold,19
2024-01-26,Vicks Action 500,cold,25
2024-01-27,Vicks Action 500,cold,29
2024-01-28,Vicks Action 500,cold,34
2024-01-29,Vicks Action 500,cold,18
2024-01-30,Vicks Action 500,cold,19
2024-01-31,Vicks Action 500,cold,16
2024-02-01,Vicks Action 500,cold,26
2024-02-02,Vicks Action 500,cold,24
2024-02-03,Vicks Action 500,cold,32
2024-02-04,Vicks Action 500,cold,28
2024-02-05,Vicks Action 500,cold,21
2024-02-06,Vicks Action 500,cold,21
2024-02-07,Vicks Action 500,cold,19
2024-02-08,Vicks Action 500,cold,15
2024-02-09,Vicks Action 500,cold,21
2024-02-10,Vicks Action 500,cold,34
2024-02-11,Vicks Action 500,cold,33
2024-02-12,Vicks Action 500,cold,20
2024-02-13,Vicks Action 500,cold,16
2024-02-14,Vicks Action 500,cold,27
2024-02-15,Vicks Action 500,cold,16
2024-02-16,Vicks Action 500,cold,21
2024-02-17,Vicks Action 500,cold,25
2024-02-18,Vicks Action 500,cold,28
2024-02-19,Vicks Action 500,cold,26
2024-02-20,Vicks Action 500,cold,19
2024-02-21,Vicks Action 500,cold,19
2024-02-22,Vicks Action 500,cold,24
2024-02-23,Vicks Action 500,cold,23
2024-02-24,Vicks Action 500,cold,20
2024-02-25,Vicks Action 500,cold,33
2024-02-26,Vicks Action 500,cold,23
2024-02-27,Vicks Action 500,cold,22
2024-02-28,Vicks Action 500,cold,21
2024-02-29,Vicks Action 500,cold,21
2024-03-01,Vicks Action 500,cold,14
2024-03-02,Vicks Action 500,cold,20
2024-03-03,Vicks Action 500,cold,15
2024-03-04,Vicks Action 500,cold,10
2024-03-05,Vicks Action 500,cold,13
2024-03-06,Vicks Action 500,cold,11
2024-03-07,Vicks Action 500,cold,11
2024-03-08,Vicks Action 500,cold,13
2024-03-09,Vicks Action 500,cold,21
2024-03-10,Vicks Action 500,cold,19
2024-03-11,Vicks Action 500,cold,11
2024-03-12,Vicks Action 500,cold,14
2024-03-13,Vicks Action 500,cold,14
2024-03-14,Vicks Action 500,cold,12
2024-03-15,Vicks Action 500,cold,9
2024-03-16,Vicks Action 500,cold,18
2024-03-17,Vicks Action 500,cold,16
2024-03-18,Vicks Action 500,cold,10
2024-03-19,Vicks Action 500,cold,14
2024-03-20,Vicks Action 500,cold,14
2024-03-21,Vicks Action 500,cold,15
2024-03-22,Vicks Action 500,cold,9
2024-03-23,Vicks Action 500,cold,19
2024-03-24,Vicks Action 500,cold,14
2024-03-25,Vicks Action 500,cold,14
2024-03-26,Vicks Action 500,cold,8
2024-03-27,Vicks Action 500,cold,13
2024-03-28,Vicks Action 500,cold,13
2024-03-29,Vicks Action 500,cold,10
2024-03-30,Vicks Action 500,cold,15
2024-03-31,Vicks Action 500,cold,15
2024-04-01,Vicks Action 500,cold,9
2024-04-02,Vicks Action 500,cold,10
2024-04-03,Vicks Action 500,cold,13
2024-04-04,Vicks Action 500,cold,12
2024-04-05,Vicks Action 500,cold,11
2024-04-06,Vicks Action 500,cold,21
2024-04-07,Vicks Action 500,cold,21
2024-04-08,Vicks Action 500,cold,15
2024-04-09,Vicks Action 500,cold,11
2024-04-10,Vicks Action 500,cold,15
2024-04-11,Vicks Action 500,cold,9
2024-04-12,Vicks Action 500,cold,9
2024-04-13,Vicks Action 500,cold,14
2024-04-14,Vicks Action 500,cold,11
2024-04-15,Vicks Action 500,cold,12
2024-04-16,Vicks Action 500,cold,14
2024-04-17,Vicks Action 500,cold,11
2024-04-18,Vicks Action 500,cold,11
2024-04-19,Vicks Action 500,cold,11
2024-04-20,Vicks Action 500,cold,20
2024-04-21,Vicks Action 500,cold,16
2024-04-22,Vicks Action 500,cold,11
2024-04-23,Vicks Action 500,cold,12
2024-04-24,Vicks Action 500,cold,12
2024-04-25,Vicks Action 500,cold,11
2024-04-26,Vicks Action 500,cold,8
2024-04-27,Vicks Action 500,cold,12
2024-04-28,Vicks Action 500,cold,18
2024-04-29,Vicks Action 500,cold,14
2024-04-30,Vicks Action 500,cold,15
2024-05-01,Vicks Action 500,cold,14
2024-05-02,Vicks Action 500,cold,10
2024-05-03,Vicks Action 500,cold,15
2024-05-04,Vicks Action 500,cold,16
2024-05-05,Vicks Action 500,cold,15
2024-05-06,Vicks Action 500,cold,12
2024-05-07,Vicks Action 500,cold,9
2024-05-08,Vicks Action 500,cold,12
2024-05-09,Vicks Action 500,cold,15
2024-05-10,Vicks Action 500,cold,10
2024-05-11,Vicks Action 500,cold,18
2024-05-12,Vicks Action 500,cold,17
2024-05-13,Vicks Action 500,cold,16
2024-05-14,Vicks Action 500,cold,13
2024-05-15,Vicks Action 500,cold,9
2024-05-16,Vicks Action 500,cold,13
2024-05-17,Vicks Action 500,cold,11
2024-05-18,Vicks Action 500,cold,20
2024-05-19,Vicks Action 500,cold,12
2024-05-20,Vicks Action 500,cold,13
2024-05-21,Vicks Action 500,cold,13
2024-05-22,Vicks Action 500,cold,13
2024-05-23,Vicks Action 500,cold,12
2024-05-24,Vicks Action 500,cold,13
2024-05-25,Vicks Action 500,cold,15
2024-05-26,Vicks Action 500,cold,14
2024-05-27,Vicks Action 500,cold,10
2024-05-28,Vicks Action 500,cold,14
2024-05-29,Vicks Action 500,cold,16
2024-05-30,Vicks Action 500,cold,14
2024-05-31,Vicks Action 500,cold,12
2024-06-01,Vicks Action 500,cold,11
2024-06-02,Vicks Action 500,cold,15
2024-06-03,Vicks Action 500,cold,11
2024-06-04,Vicks Action 500,cold,14
2024-06-05,Vicks Action 500,cold,8
2024-06-06,Vicks Action 500,cold,13
2024-06-07,Vicks Action 500,cold,11
2024-06-08,Vicks Action 500,cold,17
2024-06-09,Vicks Action 500,cold,15
2024-06-10,Vicks Action 500,cold,10
2024-06-11,Vicks Action 500,cold,12
2024-06-12,Vicks Action 500,cold,12
2024-06-13,Vicks Action 500,cold,12
2024-06-14,Vicks Action 500,cold,14
2024-06-15,Vicks Action 500,cold,14
2024-06-16,Vicks Action 500,cold,16
2024-06-17,Vicks Action 500,cold,16
2024-06-18,Vicks Action 500,cold,10
2024-06-19,Vicks Action 500,cold,10
2024-06-20,Vicks Action 500,cold,9
2024-06-21,Vicks Action 500,cold,12
2024-06-22,Vicks Action 500,cold,16
2024-06-23,Vicks Action 500,cold,20
2024-06-24,Vicks Action 500,cold,15
2024-06-25,Vicks Action 500,cold,13
2024-06-26,Vicks Action 500,cold,16
2024-06-27,Vicks Action 500,cold,10
2024-06-28,Vicks Action 500,cold,11
2024-06-29,Vicks Action 500,cold,11
2024-06-30,Vicks Action 500,cold,18
2024-07-01,Vicks Action 500,cold,20
2024-07-02,Vicks Action 500,cold,18
2024-07-03,Vicks Action 500,cold,17
2024-07-04,Vicks Action 500,cold,26
2024-07-05,Vicks Action 500,cold,26
2024-07-06,Vicks Action 500,cold,33
2024-07-07,Vicks Action 500,cold,23
2024-07-08,Vicks Action 500,cold,15
2024-07-09,Vicks Action 500,cold,18
2024-07-10,Vicks Action 500,cold,23
2024-07-11,Vicks Action 500,cold,14
2024-07-12,Vicks Action 500,cold,21
2024-07-13,Vicks Action 500,cold,30
2024-07-14,Vicks Action 500,cold,27
2024-07-15,Vicks Action 500,cold,19
2024-07-16,Vicks Action 500,cold,18
2024-07-17,Vicks Action 500,cold,25
2024-07-18,Vicks Action 500,cold,23
2024-07-19,Vicks Action 500,cold,15
2024-07-20,Vicks Action 500,cold,32
2024-07-21,Vicks Action 500,cold,27
2024-07-22,Vicks Action 500,cold,26
2024-07-23,Vicks Action 500,cold,25
2024-07-24,Vicks Action 500,cold,23
2024-07-25,Vicks Action 500,cold,21
2024-07-26,Vicks Action 500,cold,16
2024-07-27,Vicks Action 500,cold,30
2024-07-28,Vicks Action 500,cold,26
2024-07-29,Vicks Action 500,cold,24
2024-07-30,Vicks Action 500,cold,27
2024-07-31,Vicks Action 500,cold,17
2024-08-01,Vicks Action 500,cold,23
2024-08-02,Vicks Action 500,cold,23
2024-08-03,Vicks Action 500,cold,27
2024-08-04,Vicks Action 500,cold,20
2024-08-05,Vicks Action 500,cold,15
2024-08-06,Vicks Action 500,cold,16
2024-08-07,Vicks Action 500,cold,20
2024-08-08,Vicks Action 500,cold,21
2024-08-09,Vicks Action 500,cold,19
2024-08-10,Vicks Action 500,cold,19
2024-08-11,Vicks Action 500,cold,25
2024-08-12,Vicks Action 500,cold,21
2024-08-13,Vicks Action 500,cold,19
2024-08-14,Vicks Action 500,cold,21
2024-08-15,Vicks Action 500,cold,23
2024-08-16,Vicks Action 500,cold,18
2024-08-17,Vicks Action 500,cold,19
2024-08-18,Vicks Action 500,cold,31
2024-08-19,Vicks Action 500,cold,23
2024-08-20,Vicks Action 500,cold,25
2024-08-21,Vicks Action 500,cold,20
2024-08-22,Vicks Action 500,cold,18
2024-08-23,Vicks Action 500,cold,22
2024-08-24,Vicks Action 500,cold,21
2024-08-25,Vicks Action 500,cold,32
2024-08-26,Vicks Action 500,cold,15
2024-08-27,Vicks Action 500,cold,19
2024-08-28,Vicks Action 500,cold,15
2024-08-29,Vicks Action 500,cold,24
2024-08-30,Vicks Action 500,cold,15
2024-08-31,Vicks Action 500,cold,19
2024-09-01,Vicks Action 500,cold,14
2024-09-02,Vicks Action 500,cold,15
2024-09-03,Vicks Action 500,cold,9
2024-09-04,Vicks Action 500,cold,15
2024-09-05,Vicks Action 500,cold,9
2024-09-06,Vicks Action 500,cold,14
2024-09-07,Vicks Action 500,cold,17
2024-09-08,Vicks Action 500,cold,18
2024-09-09,Vicks Action 500,cold,15
2024-09-10,Vicks Action 500,cold,14
2024-09-11,Vicks Action 500,cold,15
2024-09-12,Vicks Action 500,cold,14
2024-09-13,Vicks Action 500,cold,12
2024-09-14,Vicks Action 500,cold,15
2024-09-15,Vicks Action 500,cold,20
2024-09-16,Vicks Action 500,cold,10
2024-09-17,Vicks Action 500,cold,13
2024-09-18,Vicks Action 500,cold,8
2024-09-19,Vicks Action 500,cold,8
2024-09-20,Vicks Action 500,cold,11
2024-09-21,Vicks Action 500,cold,17
2024-09-22,Vicks Action 500,cold,16
2024-09-23,Vicks Action 500,cold,14
2024-09-24,Vicks Action 500,cold,14
2024-09-25,Vicks Action 500,cold,11
2024-09-26,Vicks Action 500,cold,11
2022-01-01,Chyawanprash,ayurvedic,12
2022-01-02,Chyawanprash,ayurvedic,8
2022-01-03,Chyawanprash,ayurvedic,8
2022-01-04,Chyawanprash,ayurvedic,9
2022-01-05,Chyawanprash,ayurvedic,9
2022-01-06,Chyawanprash,ayurvedic,5
2022-01-07,Chyawanprash,ayurvedic,9
2022-01-08,Chyawanprash,ayurvedic,10
2022-01-09,Chyawanprash,ayurvedic,8
2022-01-10,Chyawanprash,ayurvedic,8
2022-01-11,Chyawanprash,ayurvedic,6
2022-01-12,Chyawanprash,ayurvedic,7
2022-01-13,Chyawanprash,ayurvedic,7
2022-01-14,Chyawanprash,ayurvedic,8
2022-01-15,Chyawanprash,ayurvedic,10
2022-01-16,Chyawanprash,ayurvedic,11
2022-01-17,Chyawanprash,ayurvedic,9
2022-01-18,Chyawanprash,ayurvedic,7
2022-01-19,Chyawanprash,ayurvedic,7
2022-01-20,Chyawanprash,ayurvedic,9
2022-01-21,Chyawanprash,ayurvedic,9
2022-01-22,Chyawanprash,ayurvedic,7
2022-01-23,Chyawanprash,ayurvedic,10
2022-01-24,Chyawanprash,ayurvedic,7
2022-01-25,Chyawanprash,ayurvedic,6
2022-01-26,Chyawanprash,ayurvedic,7
